Date,Market Cap,% Change
2016-08-31,2726800000,0.30%
2016-08-30,2718700000,0.18%
2016-08-29,2713700000,-0.36%
2016-08-26,2723600000,-1.13%
2016-08-25,2754700000,0.12%
2016-08-24,2751400000,2.38%
2016-08-23,2687500000,0.49%
2016-08-22,2674400000,-0.18%
2016-08-19,2679300000,-1.39%
2016-08-18,2717000000,1.97%
2016-08-17,2664600000,-1.09%
2016-08-16,2694100000,-0.78%
2016-08-15,2715400000,-0.30%
2016-08-12,2723600000,0.12%
2016-08-11,2720300000,1.34%
2016-08-10,2684200000,0.43%
2016-08-09,2672800000,-0.37%
2016-08-08,2682600000,2.50%
2016-08-05,2617100000,1.59%
2016-08-04,2576100000,-0.82%
2016-08-03,2597400000,0.70%
2016-08-02,2579400000,-0.57%
2016-08-01,2594100000,1.15%
2016-07-29,2564600000,-0.45%
2016-07-28,2576100000,-0.44%
2016-07-27,2587600000,-2.11%
2016-07-26,2643300000,0.19%
2016-07-25,2638400000,
2016-07-22,2638400000,-0.31%
2016-07-21,2646600000,0.75%
2016-07-20,2626900000,-1.05%
2016-07-19,2654700000,0.06%
2016-07-18,2653100000,1.44%
2016-07-15,2615400000,-0.25%
2016-07-14,2622000000,-0.93%
2016-07-13,2646600000,0.50%
2016-07-12,2633400000,1.07%
2016-07-11,2605600000,1.60%
2016-07-08,2564600000,0.64%
2016-07-07,2548200000,0.39%
2016-07-06,2538400000,-1.71%
2016-07-05,2582600000,-1.13%
2016-07-01,2612100000,0.06%
2016-06-30,2610500000,-2.45%
2016-06-29,2676000000,4.21%
2016-06-28,2567900000,-0.76%
2016-06-27,2587600000,-3.60%
2016-06-24,2684200000,-3.54%
2016-06-23,2782600000,1.55%
2016-06-22,2740000000,-1.41%
2016-06-21,2779300000,1.74%
2016-06-20,2731800000,1.28%
2016-06-17,2697400000,-1.08%
2016-06-16,2726800000,-0.42%
2016-06-15,2738300000,0.30%
2016-06-14,2730100000,0.18%
2016-06-13,2725200000,-0.89%
2016-06-10,2749800000,-0.06%
2016-06-09,2751400000,-0.36%
2016-06-08,2761300000,-0.94%
2016-06-07,2787500000,0.47%
2016-06-06,2774400000,0.36%
2016-06-03,2764500000,-0.24%
2016-06-02,2771100000,0.65%
2016-06-01,2753100000,-1.58%
2016-05-31,2797300000,-0.29%
2016-05-27,2805500000,0.82%
2016-05-26,2782600000,-0.35%
2016-05-25,2792400000,0.53%
2016-05-24,2777600000,-0.53%
2016-05-23,2792400000,1.43%
2016-05-20,2753100000,2.38%
2016-05-19,2689200000,-0.72%
2016-05-18,2708800000,-1.67%
2016-05-17,2754700000,-1.06%
2016-05-16,2784200000,4.88%
2016-05-13,2654700000,-4.20%
2016-05-12,2771100000,1.14%
2016-05-11,2740000000,-1.88%
2016-05-10,2792400000,0.89%
2016-05-09,2767800000,-0.53%
2016-05-06,2782600000,0.47%
2016-05-05,2769500000,-1.63%
2016-05-04,2815300000,0.17%
2016-05-03,2810400000,
2016-05-02,2810400000,0.35%
2016-04-29,2800600000,-0.29%
2016-04-28,2808800000,-3.16%
2016-04-27,2900600000,-0.17%
2016-04-26,2905500000,8.84%
2016-04-25,2669500000,3.49%
2016-04-22,2579400000,7.37%
2016-04-21,2402400000,-0.74%
2016-04-20,2420400000,2.50%
2016-04-19,2361400000,1.48%
2016-04-18,2327000000,0.78%
2016-04-15,2309000000,-0.63%
2016-04-14,2323700000,1.14%
2016-04-13,2297500000,1.23%
2016-04-12,2269600000,0.14%
2016-04-11,2266400000,0.29%
2016-04-08,2259800000,-0.29%
2016-04-07,2266400000,-0.64%
2016-04-06,2281100000,0.07%
2016-04-05,2279500000,-0.21%
2016-04-04,2284400000,-1.13%
2016-04-01,2310600000,-2.35%
2016-03-31,2366300000,1.26%
2016-03-30,2336800000,3.03%
2016-03-29,2268000000,-0.22%
2016-03-28,2272900000,2.59%
2016-03-24,2215600000,-0.88%
2016-03-23,2235200000,2.33%
2016-03-22,2184400000,-2.42%
2016-03-21,2238500000,-1.44%
2016-03-18,2271300000,-0.43%
2016-03-17,2281100000,0.65%
2016-03-16,2266400000,0.95%
2016-03-15,2245100000,-2.97%
2016-03-14,2313900000,0.14%
2016-03-11,2310600000,-0.07%
2016-03-10,2312200000,-1.95%
2016-03-09,2358100000,0.49%
2016-03-08,2346700000,0.07%
2016-03-07,2345000000,-0.56%
2016-03-04,2358100000,0.14%
2016-03-03,2354900000,-0.21%
2016-03-02,2359800000,1.20%
2016-03-01,2331900000,0.07%
2016-02-29,2330300000,0.64%
2016-02-26,2315500000,-1.26%
2016-02-25,2345000000,-1.10%
2016-02-24,2371200000,-2.23%
2016-02-23,2425300000,-1.20%
2016-02-22,2454800000,1.01%
2016-02-19,2430200000,-1.14%
2016-02-18,2458100000,-0.07%
2016-02-17,2459700000,2.67%
2016-02-16,2395800000,
2016-02-12,2395800000,1.04%
2016-02-11,2371200000,6.16%
2016-02-10,2233600000,-1.16%
2016-02-09,2259800000,-2.20%
2016-02-08,2310600000,-2.89%
2016-02-05,2379400000,-3.39%
2016-02-04,2463000000,-0.13%
2016-02-03,2466300000,-0.99%
2016-02-02,2490900000,-3.49%
2016-02-01,2581000000,0.51%
2016-01-29,2567900000,1.29%
2016-01-28,2535100000,0.58%
2016-01-27,2520400000,-1.22%
2016-01-26,2551500000,-0.95%
2016-01-25,2576100000,-0.44%
2016-01-22,2587600000,2.80%
2016-01-21,2517100000,0.20%
2016-01-20,2512200000,2.95%
2016-01-19,2440100000,-1.78%
2016-01-15,2484300000,-1.69%
2016-01-14,2526900000,-1.54%
2016-01-13,2566300000,-2.18%
2016-01-12,2623600000,-0.56%
2016-01-11,2638400000,0.13%
2016-01-08,2635100000,-1.17%
2016-01-07,2666200000,-7.03%
2016-01-06,2867800000,0.23%
2016-01-05,2861200000,0.06%
2016-01-04,2859600000,-2.02%
2015-12-31,2918600000,-0.45%
2015-12-30,2931700000,-1.49%
2015-12-29,2975900000,-0.11%
2015-12-28,2979200000,-0.87%
2015-12-24,3005400000,1.66%
2015-12-23,2956300000,-0.99%
2015-12-22,2985800000,1.06%
2015-12-21,2954600000,0.33%
2015-12-18,2944800000,-0.83%
2015-12-17,2969400000,0.06%
2015-12-16,2967700000,0.44%
2015-12-15,2954600000,1.18%
2015-12-14,2920200000,-1.11%
2015-12-11,2953000000,-1.58%
2015-12-10,3000500000,-0.38%
2015-12-09,3012000000,-0.86%
2015-12-08,3038200000,-1.23%
2015-12-07,3075900000,-0.53%
2015-12-04,3092300000,2.83%
2015-12-03,3007100000,-0.81%
2015-12-02,3031700000,-0.53%
2015-12-01,3048000000,1.08%
2015-11-30,3015300000,-1.60%
2015-11-27,3064400000,1.74%
2015-11-25,3012000000,1.60%
2015-11-24,2964500000,-1.52%
2015-11-23,3010300000,-1.19%
2015-11-20,3046400000,0.48%
2015-11-19,3031700000,-0.21%
2015-11-18,3038200000,-0.91%
2015-11-17,3066100000,-0.21%
2015-11-16,3072600000,-0.64%
2015-11-13,3092300000,-0.63%
2015-11-12,3111900000,4.74%
2015-11-11,2971000000,1.23%
2015-11-10,2935000000,-0.28%
2015-11-09,2943200000,-1.16%
2015-11-06,2977600000,-0.27%
2015-11-05,2985800000,1.17%
2015-11-04,2951400000,-0.77%
2015-11-03,2974300000,0.50%
2015-11-02,2959500000,-0.77%
2015-10-30,2982500000,-0.27%
2015-10-29,2990700000,-0.11%
2015-10-28,2994000000,0.22%
2015-10-27,2987400000,0.33%
2015-10-26,2977600000,0.83%
2015-10-23,2953000000,
2015-10-22,2953000000,1.52%
2015-10-21,2908700000,0.06%
2015-10-20,2907100000,-0.39%
2015-10-19,2918600000,0.11%
2015-10-16,2915300000,0.57%
2015-10-15,2898900000,0.62%
2015-10-14,2880900000,-0.23%
2015-10-13,2887400000,-0.68%
2015-10-12,2907100000,0.97%
2015-10-09,2879200000,-0.28%
2015-10-08,2887400000,0.06%
2015-10-07,2885800000,-0.17%
2015-10-06,2890700000,0.11%
2015-10-05,2887400000,1.50%
2015-10-02,2844800000,0.35%
2015-10-01,2835000000,0.76%
2015-09-30,2813700000,-1.49%
2015-09-29,2856300000,-0.46%
2015-09-28,2869400000,-0.45%
2015-09-25,2882500000,-1.40%
2015-09-24,2923500000,-0.95%
2015-09-23,2951400000,1.01%
2015-09-22,2921900000,-1.71%
2015-09-21,2972700000,1.06%
2015-09-18,2941500000,-0.11%
2015-09-17,2944800000,-2.17%
2015-09-16,3010200000,1.71%
2015-09-15,2959500000,1.40%
2015-09-14,2918500000,0.85%
2015-09-11,2894000000,0.40%
2015-09-10,2882500000,-0.17%
2015-09-09,2887400000,-4.08%
2015-09-08,3010200000,4.13%
2015-09-04,2890700000,-2.54%
2015-09-03,2966000000,2.31%
2015-09-02,2898900000,1.84%
2015-09-01,2846500000,-2.19%
2015-08-31,2910300000,-1.77%
2015-08-28,2962700000,0.39%
2015-08-27,2951300000,2.33%
2015-08-26,2884100000,0.23%
2015-08-25,2877600000,-1.57%
2015-08-24,2923400000,-4.90%
2015-08-21,3074100000,6.29%
2015-08-20,2892300000,-3.13%
2015-08-19,2985700000,-0.27%
2015-08-18,2993900000,-0.87%
2015-08-17,3020100000,-0.91%
2015-08-14,3047900000,-1.01%
2015-08-13,3079000000,2.06%
2015-08-12,3016800000,-0.32%
2015-08-11,3026600000,-0.43%
2015-08-10,3039700000,1.03%
2015-08-07,3008600000,0.88%
2015-08-06,2982400000,-0.76%
2015-08-05,3005300000,-0.65%
2015-08-04,3025000000,0.16%
2015-08-03,3020100000,-0.21%
2015-07-31,3026600000,1.82%
2015-07-30,2972600000,1.91%
2015-07-29,2916900000,2.83%
2015-07-28,2836600000,-1.65%
2015-07-27,2884100000,-1.73%
2015-07-24,2934900000,1.82%
2015-07-23,2882500000,-1.79%
2015-07-22,2934900000,0.90%
2015-07-21,2908700000,-0.84%
2015-07-20,2933300000,-1.16%
2015-07-17,2967700000,-0.77%
2015-07-16,2990600000,2.53%
2015-07-15,2916900000,0.28%
2015-07-14,2908700000,-2.63%
2015-07-13,2987300000,3.87%
2015-07-10,2875900000,1.44%
2015-07-09,2835000000,0.88%
2015-07-08,2810400000,-2.83%
2015-07-07,2892300000,-0.34%
2015-07-06,2902100000,-1.67%
2015-07-02,2951300000,-0.72%
2015-07-01,2972600000,1.62%
2015-06-30,2925100000,-2.78%
2015-06-29,3008600000,-0.27%
2015-06-26,3016800000,0.11%
2015-06-25,3013500000,1.32%
2015-06-24,2974200000,0.17%
2015-06-23,2969300000,1.91%
2015-06-22,2913600000,-0.61%
2015-06-19,2931600000,1.41%
2015-06-18,2890700000,3.46%
2015-06-17,2794100000,4.86%
2015-06-16,2664700000,-0.37%
2015-06-15,2674500000,0.37%
2015-06-12,2664700000,-0.79%
2015-06-11,2686000000,-0.72%
2015-06-10,2705600000,-0.12%
2015-06-09,2708900000,
2015-06-08,2708900000,-1.78%
2015-06-05,2758000000,-0.53%
2015-06-04,2772800000,-0.06%
2015-06-03,2774400000,0.89%
2015-06-02,2749800000,-1.24%
2015-06-01,2784200000,-0.41%
2015-05-29,2795700000,0.65%
2015-05-28,2777700000,
2015-05-27,2777700000,1.92%
2015-05-26,2725300000,1.40%
2015-05-22,2687600000,-0.84%
2015-05-21,2710500000,0.12%
2015-05-20,2707200000,-0.18%
2015-05-19,2712200000,1.35%
2015-05-18,2676100000,-1.63%
2015-05-15,2720400000,3.75%
2015-05-14,2622100000,2.83%
2015-05-13,2550000000,0.39%
2015-05-12,2540200000,0.06%
2015-05-11,2538600000,2.18%
2015-05-08,2484500000,-0.20%
2015-05-07,2489400000,0.33%
2015-05-06,2481200000,-0.72%
2015-05-05,2499300000,-1.48%
2015-05-04,2536900000,-1.02%
2015-05-01,2563100000,0.84%
2015-04-30,2541800000,-0.51%
2015-04-29,2554900000,0.26%
2015-04-28,2548400000,-1.58%
2015-04-27,2589300000,0.12%
2015-04-24,2586100000,
2015-04-23,2586100000,0.26%
2015-04-22,2579500000,-0.38%
2015-04-21,2589300000,0.25%
2015-04-20,2582800000,
2015-04-17,2582800000,-1.31%
2015-04-16,2617200000,-0.25%
2015-04-15,2623700000,-0.25%
2015-04-14,2630300000,0.44%
2015-04-13,2618800000,2.11%
2015-04-10,2564800000,0.07%
2015-04-09,2563100000,-0.82%
2015-04-08,2584400000,-0.57%
2015-04-07,2599200000,-0.31%
2015-04-06,2607300000,0.31%
2015-04-02,2599200000,0.25%
2015-04-01,2592600000,-0.50%
2015-03-31,2605700000,-2.21%
2015-03-30,2664700000,-1.09%
2015-03-27,2694100000,4.31%
2015-03-26,2582800000,0.13%
2015-03-25,2579500000,-1.68%
2015-03-24,2623700000,1.65%
2015-03-23,2581100000,1.48%
2015-03-20,2543500000,0.26%
2015-03-19,2536900000,-0.19%
2015-03-18,2541800000,0.13%
2015-03-17,2538600000,-0.45%
2015-03-16,2550000000,0.97%
2015-03-13,2525500000,-0.45%
2015-03-12,2536900000,-0.32%
2015-03-11,2545100000,-0.26%
2015-03-10,2551700000,-0.83%
2015-03-09,2573000000,-0.12%
2015-03-06,2576200000,-0.26%
2015-03-05,2582800000,-0.69%
2015-03-04,2600800000,-0.81%
2015-03-03,2622100000,0.06%
2015-03-02,2620400000,0.06%
2015-02-27,2618800000,
2015-02-26,2618800000,-1.36%
2015-02-25,2654800000,-1.10%
2015-02-24,2684300000,0.68%
2015-02-23,2666300000,-0.85%
2015-02-20,2689200000,-0.43%
2015-02-19,2700700000,-2.48%
2015-02-18,2769500000,-0.23%
2015-02-17,2776000000,-1.46%
2015-02-13,2817000000,-1.21%
2015-02-12,2851400000,1.05%
2015-02-11,2821900000,1.18%
2015-02-10,2789100000,4.74%
2015-02-09,2663000000,-0.43%
2015-02-06,2674500000,-0.12%
2015-02-05,2677800000,0.18%
2015-02-04,2672900000,0.56%
2015-02-03,2658100000,0.81%
2015-02-02,2636800000,0.75%
2015-01-30,2617200000,-0.25%
2015-01-29,2623700000,0.13%
2015-01-28,2620400000,0.50%
2015-01-27,2607300000,0.19%
2015-01-26,2602400000,-0.19%
2015-01-23,2607300000,-1.06%
2015-01-22,2635200000,1.45%
2015-01-21,2597500000,-1.18%
2015-01-20,2628600000,-0.74%
2015-01-16,2648300000,0.68%
2015-01-15,2630300000,-0.86%
2015-01-14,2653200000,
2015-01-13,2653200000,1.50%
2015-01-12,2613900000,4.59%
2015-01-09,2499300000,-2.80%
2015-01-08,2571300000,1.22%
2015-01-07,2540200000,0.13%
2015-01-06,2536900000,-1.65%
2015-01-05,2579500000,-0.38%
2015-01-02,2589300000,-0.57%
2014-12-31,2604100000,-0.37%
2014-12-30,2613900000,1.01%
2014-12-29,2587700000,-0.88%
2014-12-26,2610600000,1.85%
2014-12-24,2563100000,-0.70%
2014-12-23,2581100000,-0.19%
2014-12-22,2586100000,0.96%
2014-12-19,2561500000,0.13%
2014-12-18,2558200000,-0.38%
2014-12-17,2568000000,1.16%
2014-12-16,2538600000,-0.06%
2014-12-15,2540200000,1.77%
2014-12-12,2496000000,0.07%
2014-12-11,2494300000,0.20%
2014-12-10,2489400000,2.84%
2014-12-09,2420600000,-10.04%
2014-12-08,2690900000,0.31%
2014-12-05,2682700000,2.18%
2014-12-04,2625400000,-0.06%
2014-12-03,2627000000,-1.05%
2014-12-02,2654800000,1.06%
2014-12-01,2627000000,-2.43%
2014-11-28,2692500000,-0.84%
2014-11-26,2715400000,0.97%
2014-11-25,2689200000,0.80%
2014-11-24,2667900000,0.68%
2014-11-21,2649900000,2.08%
2014-11-20,2595900000,-0.38%
2014-11-19,2605700000,-1.43%
2014-11-18,2643400000,-0.92%
2014-11-17,2667900000,-0.12%
2014-11-14,2671200000,0.37%
2014-11-13,2661400000,0.68%
2014-11-12,2643400000,1.77%
2014-11-11,2597500000,0.51%
2014-11-10,2584400000,-0.50%
2014-11-07,2597500000,0.19%
2014-11-06,2592600000,0.64%
2014-11-05,2576200000,-0.51%
2014-11-04,2589300000,-1.62%
2014-11-03,2631900000,0.56%
2014-10-31,2617200000,0.13%
2014-10-30,2613900000,-0.44%
2014-10-29,2625400000,-0.19%
2014-10-28,2630300000,0.50%
2014-10-27,2617200000,-0.56%
2014-10-24,2631900000,-0.74%
2014-10-23,2651600000,-0.18%
2014-10-22,2656500000,-1.46%
2014-10-21,2695800000,0.25%
2014-10-20,2689200000,2.12%
2014-10-17,2633500000,0.12%
2014-10-16,2630300000,-0.37%
2014-10-15,2640100000,-1.11%
2014-10-14,2669600000,0.25%
2014-10-13,2663000000,-0.43%
2014-10-10,2674500000,-0.55%
2014-10-09,2689200000,-0.43%
2014-10-08,2700700000,2.30%
2014-10-07,2640100000,-1.16%
2014-10-06,2671200000,-1.57%
2014-10-03,2713800000,1.53%
2014-10-02,2672900000,-0.42%
2014-10-01,2684300000,-0.55%
2014-09-30,2699100000,0.49%
2014-09-29,2686000000,
2014-09-26,2686000000,0.86%
2014-09-25,2663000000,-1.40%
2014-09-24,2700700000,0.61%
2014-09-23,2684300000,-0.06%
2014-09-22,2686000000,-0.36%
2014-09-19,2695800000,0.98%
2014-09-18,2669600000,0.31%
2014-09-17,2661400000,1.06%
2014-09-16,2633500000,0.31%
2014-09-15,2625400000,-1.29%
2014-09-12,2659800000,3.05%
2014-09-11,2581100000,3.75%
2014-09-10,2487800000,-2.40%
2014-09-09,2549100000,-0.26%
2014-09-08,2555700000,-4.47%
2014-09-05,2675300000,-2.51%
2014-09-04,2744100000,-1.47%
2014-09-03,2785000000,-0.06%
2014-09-02,2786700000,-0.29%
2014-08-29,2794900000,-2.06%
2014-08-28,2853800000,-0.29%
2014-08-27,2862000000,-1.08%
2014-08-26,2893200000,-1.12%
2014-08-25,2925900000,1.77%
2014-08-22,2875100000,-0.17%
2014-08-21,2880100000,-0.28%
2014-08-20,2888200000,-0.40%
2014-08-19,2899700000,-0.34%
2014-08-18,2909500000,2.36%
2014-08-15,2842400000,0.58%
2014-08-14,2826000000,
2014-08-13,2826000000,
2014-08-12,2826000000,-0.23%
2014-08-11,2832500000,0.35%
2014-08-08,2822700000,1.35%
2014-08-07,2785000000,
2014-08-06,2785000000,-2.58%
2014-08-05,2858800000,1.57%
2014-08-04,2814500000,-7.14%
2014-08-01,3030800000,-0.80%
2014-07-31,3055300000,-3.42%
2014-07-30,3163500000,-0.57%
2014-07-29,3181500000,2.16%
2014-07-28,3114300000,-1.76%
2014-07-25,3170000000,-1.18%
2014-07-24,3207700000,-0.25%
2014-07-23,3215900000,0.62%
2014-07-22,3196200000,-0.31%
2014-07-21,3206100000,1.30%
2014-07-18,3165100000,0.36%
2014-07-17,3153600000,1.47%
2014-07-16,3107800000,2.16%
2014-07-15,3042200000,-0.38%
2014-07-14,3053700000,4.84%
2014-07-11,2912800000,-0.67%
2014-07-10,2932500000,3.11%
2014-07-09,2844000000,-1.42%
2014-07-08,2885000000,-1.29%
2014-07-07,2922600000,0.62%
2014-07-03,2904600000,0.22%
2014-07-02,2898100000,-0.11%
2014-07-01,2901400000,1.49%
2014-06-30,2858800000,-2.18%
2014-06-27,2922600000,1.30%
2014-06-26,2885000000,0.52%
2014-06-25,2870200000,0.40%
2014-06-24,2858800000,0.40%
2014-06-23,2847300000,-0.68%
2014-06-20,2866900000,-1.58%
2014-06-19,2912800000,0.34%
2014-06-18,2903000000,1.61%
2014-06-17,2857100000,0.12%
2014-06-16,2853800000,0.69%
2014-06-13,2834200000,-0.97%
2014-06-12,2862000000,0.92%
2014-06-11,2835800000,-0.29%
2014-06-10,2844000000,-0.80%
2014-06-09,2866900000,4.16%
2014-06-06,2752300000,-1.29%
2014-06-05,2788300000,1.07%
2014-06-04,2758800000,0.96%
2014-06-03,2732600000,0.18%
2014-06-02,2727700000,0.66%
2014-05-30,2709700000,1.66%
2014-05-29,2665400000,0.49%
2014-05-28,2652300000,-0.68%
2014-05-27,2670400000,-1.33%
2014-05-23,2706400000,-0.78%
2014-05-22,2727700000,-0.30%
2014-05-21,2735900000,1.27%
2014-05-20,2701500000,-1.08%
2014-05-19,2731000000,-1.07%
2014-05-16,2760500000,1.63%
2014-05-15,2716200000,-0.18%
2014-05-14,2721100000,-1.01%
2014-05-13,2749000000,0.42%
2014-05-12,2737500000,-0.36%
2014-05-09,2747400000,-2.27%
2014-05-08,2811200000,0.06%
2014-05-07,2809600000,-1.55%
2014-05-06,2853800000,2.65%
2014-05-05,2780100000,2.10%
2014-05-02,2722800000,0.67%
2014-05-01,2704800000,-0.72%
2014-04-30,2724400000,-1.07%
2014-04-29,2753900000,-0.71%
2014-04-28,2773600000,-3.91%
2014-04-25,2886600000,0.06%
2014-04-24,2885000000,-1.34%
2014-04-23,2924300000,-4.95%
2014-04-22,3076600000,5.98%
2014-04-21,2903000000,-0.95%
2014-04-17,2930800000,-0.34%
2014-04-16,2940700000,10.39%
2014-04-15,2663800000,-4.52%
2014-04-14,2789900000,6.37%
2014-04-11,2622800000,-3.73%
2014-04-10,2724400000,-1.42%
2014-04-09,2763700000,0.41%
2014-04-08,2752300000,5.93%
2014-04-07,2598300000,-1.43%
2014-04-04,2636000000,-0.86%
2014-04-03,2658900000,-2.23%
2014-04-02,2719500000,-2.01%
2014-04-01,2775200000,-1.74%
2014-03-31,2824400000,0.29%
2014-03-28,2816200000,1.06%
2014-03-27,2786700000,5.13%
2014-03-26,2650700000,0.25%
2014-03-25,2644100000,2.02%
2014-03-24,2591700000,0.32%
2014-03-21,2583500000,0.96%
2014-03-20,2559000000,-0.83%
2014-03-19,2580300000,-0.88%
2014-03-18,2603200000,-1.36%
2014-03-17,2639200000,0.31%
2014-03-14,2631000000,-0.37%
2014-03-13,2640900000,-1.83%
2014-03-12,2690000000,4.32%
2014-03-11,2578600000,-0.63%
2014-03-10,2595000000,6.24%
2014-03-07,2442600000,-1.39%
2014-03-06,2477000000,-0.46%
2014-03-05,2488500000,1.00%
2014-03-04,2463900000,0.40%
2014-03-03,2454100000,-2.85%
2014-02-28,2526200000,2.80%
2014-02-27,2457400000,0.33%
2014-02-26,2449200000,2.05%
2014-02-25,2400000000,0.62%
2014-02-24,2385300000,0.41%
2014-02-21,2375500000,-0.69%
2014-02-20,2391900000,0.90%
2014-02-19,2370600000,-1.23%
2014-02-18,2400000000,-1.28%
2014-02-14,2431200000,1.86%
2014-02-13,2386900000,-0.28%
2014-02-12,2393500000,-4.07%
2014-02-11,2495100000,2.70%
2014-02-10,2429500000,-1.40%
2014-02-07,2463900000,0.13%
2014-02-06,2460700000,1.63%
2014-02-05,2421300000,-1.07%
2014-02-04,2447600000,-0.26%
2014-02-03,2454100000,-4.52%
2014-01-31,2570400000,5.94%
2014-01-30,2426300000,0.34%
2014-01-29,2418100000,-1.27%
2014-01-28,2449200000,1.15%
2014-01-27,2421300000,-1.60%
2014-01-24,2460700000,0.40%
2014-01-23,2450800000,-0.13%
2014-01-22,2454100000,-0.73%
2014-01-21,2472100000,-0.72%
2014-01-17,2490100000,0.06%
2014-01-16,2488500000,2.50%
2014-01-15,2427900000,-1.53%
2014-01-14,2465600000,-0.72%
2014-01-13,2483600000,
2014-01-10,2483600000,-0.46%
2014-01-09,2495100000,0.53%
2014-01-08,2482000000,-1.56%
2014-01-07,2521300000,-0.19%
2014-01-06,2526200000,0.46%
2014-01-03,2514700000,0.06%
2014-01-02,2513100000,-1.22%
2013-12-31,2544200000,0.32%
2013-12-30,2536000000,1.57%
2013-12-27,2496700000,-1.11%
2013-12-26,2524600000,-0.06%
2013-12-24,2526200000,0.59%
2013-12-23,2511400000,0.65%
2013-12-20,2495100000,-0.20%
2013-12-19,2500000000,0.46%
2013-12-18,2488500000,0.26%
2013-12-17,2482000000,-2.00%
2013-12-16,2532700000,-3.62%
2013-12-13,2627800000,-4.52%
2013-12-12,2752300000,-1.06%
2013-12-11,2781800000,0.06%
2013-12-10,2780100000,-1.57%
2013-12-09,2824400000,-1.71%
2013-12-06,2873500000,1.74%
2013-12-05,2824400000,1.17%
2013-12-04,2791600000,-0.23%
2013-12-03,2798100000,0.29%
2013-12-02,2789900000,-0.29%
2013-11-29,2798100000,0.65%
2013-11-27,2780100000,1.49%
2013-11-26,2739200000,-1.30%
2013-11-25,2775200000,0.06%
2013-11-22,2773600000,-0.29%
2013-11-21,2781800000,0.53%
2013-11-20,2767000000,-0.35%
2013-11-19,2776800000,0.47%
2013-11-18,2763700000,3.62%
2013-11-15,2667100000,1.18%
2013-11-14,2636000000,2.16%
2013-11-13,2580300000,-0.31%
2013-11-12,2588400000,-1.68%
2013-11-11,2632700000,2.88%
2013-11-08,2559000000,0.84%
2013-11-07,2537700000,-2.33%
2013-11-06,2598300000,1.73%
2013-11-05,2554000000,-3.89%
2013-11-04,2657300000,0.87%
2013-11-01,2634300000,-1.35%
2013-10-31,2670400000,
2013-10-30,2670400000,-0.43%
2013-10-29,2681800000,0.99%
2013-10-28,2655600000,0.81%
2013-10-25,2634300000,-0.31%
2013-10-24,2642500000,-2.18%
2013-10-23,2701500000,-2.02%
2013-10-22,2757200000,-0.12%
2013-10-21,2760500000,-0.12%
2013-10-18,2763700000,0.24%
2013-10-17,2757200000,-2.04%
2013-10-16,2814500000,-0.46%
2013-10-15,2827600000,0.94%
2013-10-14,2801400000,0.35%
2013-10-11,2791600000,1.01%
2013-10-10,2763700000,-0.71%
2013-10-09,2783400000,0.53%
2013-10-08,2768700000,-0.29%
2013-10-07,2776800000,0.29%
2013-10-04,2768700000,-0.82%
2013-10-03,2791600000,-2.41%
2013-10-02,2860400000,2.29%
2013-10-01,2796500000,-1.73%
2013-09-30,2845700000,-1.36%
2013-09-27,2885000000,1.27%
2013-09-26,2848900000,-0.35%
2013-09-25,2858800000,0.23%
2013-09-24,2852200000,0.64%
2013-09-23,2834200000,-1.42%
2013-09-20,2875100000,-0.28%
2013-09-19,2883300000,0.74%
2013-09-18,2862000000,2.19%
2013-09-17,2800700000,0.59%
2013-09-16,2784300000,-0.99%
2013-09-13,2812100000,0.23%
2013-09-12,2805600000,0.82%
2013-09-11,2782700000,0.71%
2013-09-10,2763000000,-1.06%
2013-09-09,2792500000,0.41%
2013-09-06,2781000000,-0.06%
2013-09-05,2782700000,0.77%
2013-09-04,2761400000,0.18%
2013-09-03,2756500000,-0.12%
2013-08-30,2759700000,-0.36%
2013-08-29,2769600000,1.02%
2013-08-28,2741700000,-1.47%
2013-08-27,2782700000,-1.67%
2013-08-26,2830100000,-0.06%
2013-08-23,2831800000,-0.34%
2013-08-22,2841600000,0.64%
2013-08-21,2823600000,-0.80%
2013-08-20,2846500000,-0.51%
2013-08-19,2861200000,0.40%
2013-08-16,2849800000,0.12%
2013-08-15,2846500000,-0.12%
2013-08-14,2849800000,-0.91%
2013-08-13,2876000000,2.45%
2013-08-12,2807200000,0.94%
2013-08-09,2781000000,-2.91%
2013-08-08,2864500000,2.94%
2013-08-07,2782700000,2.17%
2013-08-06,2723700000,0.85%
2013-08-05,2700800000,-0.12%
2013-08-02,2704100000,-0.48%
2013-08-01,2717200000,0.12%
2013-07-31,2713900000,-1.66%
2013-07-30,2759700000,0.29%
2013-07-29,2751600000,0.30%
2013-07-26,2743400000,-0.36%
2013-07-25,2753200000,
2013-07-24,2753200000,-0.24%
2013-07-23,2759700000,-2.26%
2013-07-22,2823600000,-2.27%
2013-07-19,2889100000,1.44%
2013-07-18,2848100000,-0.57%
2013-07-17,2864500000,2.04%
2013-07-16,2807200000,-3.92%
2013-07-15,2921800000,2.76%
2013-07-12,2843200000,0.93%
2013-07-11,2817000000,2.01%
2013-07-10,2761400000,-1.75%
2013-07-09,2810500000,1.84%
2013-07-08,2759700000,-0.53%
2013-07-05,2774500000,1.68%
2013-07-03,2728600000,0.85%
2013-07-02,2705700000,2.48%
2013-07-01,2640300000,1.32%
2013-06-28,2605900000,-0.93%
2013-06-27,2630400000,-1.53%
