Date,Market Cap,% Change
2016-09-29,4022200000,-0.81%
2016-09-28,4055100000,-0.89%
2016-09-27,4091700000,-0.37%
2016-09-26,4106700000,-0.56%
2016-09-23,4129800000,-0.76%
2016-09-22,4161500000,-0.58%
2016-09-21,4185800000,1.20%
2016-09-20,4136000000,-0.45%
2016-09-19,4154800000,0.74%
2016-09-16,4124200000,-1.47%
2016-09-15,4185800000,-0.95%
2016-09-14,4225800000,1.30%
2016-09-13,4171600000,0.08%
2016-09-12,4168300000,-1.07%
2016-09-09,4213500000,-1.66%
2016-09-08,4284500000,-1.87%
2016-09-07,4366100000,1.43%
2016-09-06,4304700000,-1.13%
2016-09-02,4353800000,0.22%
2016-09-01,4344200000,-0.09%
2016-08-31,4348100000,-0.94%
2016-08-30,4389500000,1.02%
2016-08-29,4345200000,0.47%
2016-08-26,4324700000,-0.25%
2016-08-25,4335600000,0.15%
2016-08-24,4329300000,-0.90%
2016-08-23,4368500000,-0.36%
2016-08-22,4384200000,-1.11%
2016-08-19,4433300000,-3.68%
2016-08-18,4602600000,0.19%
2016-08-17,4594000000,0.79%
2016-08-16,4558100000,1.04%
2016-08-15,4511100000,0.76%
2016-08-12,4477100000,-0.76%
2016-08-11,4511600000,0.08%
2016-08-10,4508100000,0.18%
2016-08-09,4499800000,0.12%
2016-08-08,4494200000,
2016-08-05,4494000000,0.95%
2016-08-04,4451600000,0.42%
2016-08-03,4432800000,0.06%
2016-08-02,4430100000,-1.19%
2016-08-01,4483400000,0.25%
2016-07-29,4472200000,0.01%
2016-07-28,4471700000,0.51%
2016-07-27,4448900000,0.20%
2016-07-26,4439900000,0.22%
2016-07-25,4430300000,-0.91%
2016-07-22,4471000000,1.42%
2016-07-21,4408600000,0.25%
2016-07-20,4397600000,0.74%
2016-07-19,4365500000,-0.01%
2016-07-18,4366000000,1.73%
2016-07-15,4291899999,-0.38%
2016-07-14,4308300000,-0.20%
2016-07-13,4317100000,-0.31%
2016-07-12,4330500000,2.20%
2016-07-11,4237300000,0.68%
2016-07-08,4208700000,0.92%
2016-07-07,4170300000,-0.27%
2016-07-06,4181500000,-0.34%
2016-07-05,4195700000,-1.48%
2016-07-01,4258600000,0.90%
2016-06-30,4220700000,-0.10%
2016-06-29,4224800000,4.62%
2016-06-28,4038200000,-1.34%
2016-06-27,4093200000,-1.96%
2016-06-24,4175200000,-1.86%
2016-06-23,4254200000,2.16%
2016-06-22,4164200000,-0.47%
2016-06-21,4183700000,-0.36%
2016-06-20,4198899999,0.95%
2016-06-17,4159300000,0.23%
2016-06-16,4149700000,-0.31%
2016-06-15,4162700000,0.37%
2016-06-14,4147300000,0.25%
2016-06-13,4137000000,-0.54%
2016-06-10,4159300000,0.87%
2016-06-09,4123500000,-0.01%
2016-06-08,4123800000,0.33%
2016-06-07,4110300000,0.29%
2016-06-06,4098300000,0.14%
2016-06-03,4092700000,-0.90%
2016-06-02,4129700000,-0.10%
2016-06-01,4133800000,0.85%
2016-05-31,4098800000,0.62%
2016-05-27,4073400000,0.34%
2016-05-26,4059700000,-0.25%
2016-05-25,4069700000,-0.41%
2016-05-24,4086300000,1.05%
2016-05-23,4043800000,1.23%
2016-05-20,3994800000,0.70%
2016-05-19,3967200000,0.01%
2016-05-18,3967000000,1.25%
2016-05-17,3918000000,-1.05%
2016-05-16,3959400000,1.01%
2016-05-13,3919700000,0.48%
2016-05-12,3900900000,-0.30%
2016-05-11,3912600000,-0.63%
2016-05-10,3937600000,-0.98%
2016-05-09,3976500000,0.58%
2016-05-06,3953700000,-1.20%
2016-05-05,4001800000,1.61%
2016-05-04,3938500000,-1.30%
2016-05-03,3990300000,-0.38%
2016-05-02,4005500000,3.62%
2016-04-29,3865400000,-0.92%
2016-04-28,3901400000,-0.63%
2016-04-27,3926200000,0.54%
2016-04-26,3905300000,-1.12%
2016-04-25,3949400000,-0.46%
2016-04-22,3967600000,2.26%
2016-04-21,3879900000,-1.36%
2016-04-20,3933400000,-2.86%
2016-04-19,4049400000,1.40%
2016-04-18,3993500000,0.55%
2016-04-15,3971800000,-1.12%
2016-04-14,4016900000,-0.66%
2016-04-13,4043400000,1.56%
2016-04-12,3981400000,-0.32%
2016-04-11,3994200000,0.27%
2016-04-08,3983600000,1.89%
2016-04-07,3909700000,-2.16%
2016-04-06,3996200000,-0.59%
2016-04-05,4019800000,0.89%
2016-04-04,3984300000,-1.58%
2016-04-01,4048100000,-1.18%
2016-03-31,4096399999,-0.15%
2016-03-30,4102500000,-0.04%
2016-03-29,4104300000,1.51%
2016-03-28,4043200000,1.99%
2016-03-24,3964400000,-0.57%
2016-03-23,3987100000,-1.17%
2016-03-22,4034300000,-0.72%
2016-03-21,4063600000,0.84%
2016-03-18,4029700000,-1.31%
2016-03-17,4083300000,-0.45%
2016-03-16,4101800000,-0.27%
2016-03-15,4112899999,0.47%
2016-03-14,4093700000,-1.67%
2016-03-11,4163100000,1.00%
2016-03-10,4122000000,0.09%
2016-03-09,4118300000,1.07%
2016-03-08,4074700000,-0.46%
2016-03-07,4093700000,3.08%
2016-03-04,3971300000,-0.48%
2016-03-03,3990500000,0.24%
2016-03-02,3980900000,0.73%
2016-03-01,3952100000,3.55%
2016-02-29,3816700000,0.36%
2016-02-26,3802900000,0.19%
2016-02-25,3795700000,-0.01%
2016-02-24,3796200000,0.50%
2016-02-23,3777300000,1.13%
2016-02-22,3735200000,0.50%
2016-02-19,3716700000,-0.01%
2016-02-18,3716900000,0.71%
2016-02-17,3690800000,-0.33%
2016-02-16,3703100000,-0.79%
2016-02-12,3732400000,-0.24%
2016-02-11,3741300000,3.52%
2016-02-10,3614000000,0.58%
2016-02-09,3593300000,3.50%
2016-02-08,3471900000,-4.84%
2016-02-05,3648500000,-1.33%
2016-02-04,3697700000,-1.30%
2016-02-03,3746300000,0.25%
2016-02-02,3737100000,-2.64%
2016-02-01,3838500000,-0.25%
2016-01-29,3848200000,1.73%
2016-01-28,3782800000,0.31%
2016-01-27,3771100000,-0.84%
2016-01-26,3803000000,0.50%
2016-01-25,3784000000,-0.01%
2016-01-22,3784300000,2.96%
2016-01-21,3675400000,0.32%
2016-01-20,3663700000,-0.72%
2016-01-19,3690100000,0.24%
2016-01-15,3681100000,-0.83%
2016-01-14,3711900000,-0.95%
2016-01-13,3747600000,-2.36%
2016-01-12,3838000000,-0.46%
2016-01-11,3855700000,0.35%
2016-01-08,3842200000,-0.44%
2016-01-07,3859200000,-1.01%
2016-01-06,3898400000,1.03%
2016-01-05,3858700000,0.29%
2016-01-04,3847500000,-4.79%
2015-12-31,4041000000,1.00%
2015-12-30,4001100000,-1.09%
2015-12-29,4045300000,1.13%
2015-12-28,4000100000,-0.60%
2015-12-24,4024100000,-0.36%
2015-12-23,4038500000,0.87%
2015-12-22,4003600000,1.29%
2015-12-21,3952600000,-1.73%
2015-12-18,4022100000,-2.08%
2015-12-17,4107500000,-0.64%
2015-12-16,4134000000,0.69%
2015-12-15,4105700000,2.46%
2015-12-14,4007300000,1.26%
2015-12-11,3957600000,0.29%
2015-12-10,3946100000,-0.18%
2015-12-09,3953100000,0.49%
2015-12-08,3933900000,-1.47%
2015-12-07,3992600000,-1.32%
2015-12-04,4046000000,0.07%
2015-12-03,4043300000,-1.06%
2015-12-02,4086500000,-0.66%
2015-12-01,4113500000,1.38%
2015-11-30,4057500000,-2.01%
2015-11-27,4140899999,0.50%
2015-11-25,4120500000,-0.44%
2015-11-24,4138700000,-1.02%
2015-11-23,4181200000,1.00%
2015-11-20,4139899999,-0.66%
2015-11-19,4167200000,-1.65%
2015-11-18,4236899999,-0.91%
2015-11-17,4275600000,-0.31%
2015-11-16,4288800000,1.04%
2015-11-13,4244600000,-0.12%
2015-11-12,4249600000,-1.92%
2015-11-11,4332800000,0.06%
2015-11-10,4330000000,
2015-11-09,4329800000,1.89%
2015-11-06,4249600000,0.25%
2015-11-05,4238899999,-1.66%
2015-11-04,4310500000,-0.79%
2015-11-03,4344700000,-2.11%
2015-11-02,4438400000,-0.44%
2015-10-30,4458100000,-1.85%
2015-10-29,4542100000,-0.17%
2015-10-28,4550000000,0.21%
2015-10-27,4540300000,-0.02%
2015-10-26,4541100000,1.04%
2015-10-23,4494400000,2.42%
2015-10-22,4388000000,0.61%
2015-10-21,4361200000,-0.46%
2015-10-20,4381200000,1.33%
2015-10-19,4323800000,-2.24%
2015-10-16,4422700000,-3.07%
2015-10-15,4562800000,4.38%
2015-10-14,4371500000,-0.80%
2015-10-13,4406700000,2.28%
2015-10-12,4308500000,0.29%
2015-10-09,4296000000,0.91%
2015-10-08,4257100000,-0.25%
2015-10-07,4267600000,-1.55%
2015-10-06,4335000000,-0.05%
2015-10-05,4337300000,1.26%
2015-10-02,4283300000,7.53%
2015-10-01,3983400000,5.62%
2015-09-30,3771300000,1.15%
2015-09-29,3728400000,
2015-09-28,3728400000,-2.57%
2015-09-25,3826800000,-5.60%
2015-09-24,4053700000,
2015-09-23,4053700000,
2015-09-22,4053700000,-2.29%
2015-09-21,4148700000,-0.65%
2015-09-18,4175899999,-7.11%
2015-09-17,4495600000,
